title,release_date,revenue,popularity,vote_count,vote_average,budget,runtime,adult,genre_names,collection_name
Sleepy Hollow,1999-11-19,206071502,50.681,5700,7.2,100000000,105,false,"Drama, Fantasy, Horror, Mystery, Thriller",NA
Piranha 3D,2010-08-20,83188165,50.603,1829,5.4,24000000,88,false,"Comedy, Horror",Piranha 3D Collection
Van Helsing,2004-05-05,300257475,50.495,4987,6.3,160000000,132,false,"Action, Adventure, Horror",Van Helsing Collection
Stan Helsing,2009-10-27,1400000,50.368,386,4.2,365000,90,false,"Comedy, Horror",NA
It Follows,2014-09-24,14674076,50.294,5456,6.6,2000000,101,false,"Horror, Mystery",NA
Smiley,2012-10-12,0,50.224,330,4.4,0,95,false,Horror,NA
Containment,2015-07-09,0,50.172,156,5.9,0,77,false,"Horror, Science Fiction, Thriller",NA
Halloween II,1981-10-30,25533818,50.085,1591,6.5,2500000,92,false,"Horror, Thriller",Halloween Collection
Evil Dead,2013-04-05,97542952,49.982,3758,6.5,17000000,96,false,Horror,Evil Dead Collection
Hostel: Part II,2007-06-08,35728183,49.793,1645,5.8,10200000,93,false,Horror,Hostel Collection
I Spit on Your Grave 2,2013-08-25,678604,49.755,1043,6.3,0,106,false,"Crime, Horror, Thriller",I Spit on Your Grave Collection
Crawl,2019-07-11,89203432,49.607,2608,6.3,13500000,88,false,"Action, Horror, Thriller",NA
28 Days Later,2002-10-31,85720385,49.268,5557,7.2,5000000,113,false,"Horror, Science Fiction, Thriller",28 Days/Weeks Later Collection
Ghost Ship,2002-10-25,68349884,49.195,1978,5.9,35000000,91,false,"Horror, Mystery, Thriller",NA
The Banishing,2021-04-29,0,49.121,89,5.4,0,97,false,Horror,NA
Friday the 13th: The Final Chapter,1984-04-13,32980880,48.887,1013,6.1,2600000,91,false,Horror,Friday the 13th Collection
Insidious: Chapter 3,2015-05-28,104303851,48.653,2833,6.3,10000000,97,false,"Drama, Horror, Thriller",Insidious Collection
Fat Ass Zombies,2020-02-18,0,47.937,48,4.8,0,88,false,"Comedy, Horror",NA
Bodies Bodies Bodies,2022-08-05,10000000,47.932,156,6.4,0,94,false,"Comedy, Horror, Mystery",NA
Halloween: Resurrection,2002-07-01,37664855,47.79,1000,4.7,13000000,89,false,"Horror, Thriller",Halloween Collection
Polaroid,2019-01-10,0,47.575,842,6.0,0,88,false,"Horror, Mystery, Thriller",NA
The Ring Two,2005-03-17,161451538,47.482,1935,5.7,50000000,110,false,"Drama, Horror, Thriller",The Ring Collection
The Dinosaur Project,2012-08-09,2412576,47.421,236,5.6,0,83,false,"Action, Adventure, Horror",NA
Night Teeth,2021-10-20,0,47.405,589,6.5,21700000,107,false,"Action, Horror, Thriller",NA
Saw 3D,2010-10-21,136151680,47.018,2425,6.0,20000000,90,false,"Crime, Horror",Saw Collection
Shaun of the Dead,2004-04-09,30097092,46.937,7139,7.5,6100000,99,false,"Comedy, Horror",NA
Carrie,1976-11-03,33800000,46.915,3055,7.3,1800000,98,false,"Horror, Thriller",Carrie Collection
The Ritual,2017-10-11,1786396,46.777,2397,6.2,1000000,94,false,"Horror, Mystery, Thriller",NA
Vivarium,2019-09-07,427399,46.777,1466,6.0,4000000,97,false,"Horror, Mystery, Science Fiction",NA
Stay Out of the Attic,2021-03-11,0,46.543,67,5.7,0,80,false,Horror,NA
The Blair Witch Project,1999-07-14,248639099,46.286,3901,6.3,60000,81,false,"Horror, Mystery",Blair Witch Collection
Watcher,2022-06-03,2667033,46.144,232,6.3,0,96,false,"Horror, Thriller",NA
The Evil Dead,1981-09-10,29400000,46.079,3093,7.3,350000,85,false,Horror,Evil Dead Collection
Friday the 13th Part 2,1981-05-01,21722776,45.906,1281,6.1,1250000,87,false,"Horror, Thriller",Friday the 13th Collection
Leprechaun 3,1995-07-04,0,45.746,243,5.9,0,94,false,"Comedy, Horror",Leprechaun Collection
A Nightmare on Elm Street,2010-04-30,115664037,45.628,2292,5.5,35000000,95,false,"Horror, Mystery, Thriller",NA
Redcon-1,2018-09-07,0,45.458,220,5.7,0,117,false,"Action, Horror, Science Fiction",NA
Bram Stoker's Dracula,1992-11-13,215862692,45.348,4172,7.4,40000000,128,false,"Horror, Romance",NA
Ouija,2014-10-24,103590271,45.058,2393,5.2,5000000,89,false,Horror,Ouija Collection
Escape the Undertaker,2021-10-05,0,44.884,56,5.2,0,31,false,"Family, Horror, Mystery",NA
The Grudge,2004-10-22,183474602,44.825,2486,5.9,10000000,92,false,"Horror, Mystery, Thriller",The Grudge Collection
Saw V,2008-10-23,113864059,44.561,2815,6.2,10800000,95,false,"Crime, Horror, Thriller",Saw Collection
A Nightmare on Elm Street,1984-11-09,25685134,44.489,4150,7.3,1800000,91,false,Horror,A Nightmare on Elm Street Collection
Fright Night,1985-08-02,24922237,44.473,1059,7.0,9000000,106,false,"Comedy, Horror",Fright Night Collection
"As Above, So Below",2014-08-14,40100000,44.415,2774,6.7,5000000,93,false,"Horror, Thriller",NA
Night of the Living Dead,1990-10-19,5835247,43.971,686,6.8,4200000,88,false,"Horror, Thriller",NA
Scary Stories to Tell in the Dark,2019-08-08,95438172,43.866,2208,6.5,25000000,108,false,"Horror, Thriller",NA
The Wolf of Snow Hollow,2020-10-23,239828,43.833,265,6.2,2000000,84,false,"Horror, Thriller",NA
Pet Sematary,1989-04-21,57469467,43.608,1748,6.6,11500000,103,false,"Drama, Horror",Pet Sematary Collection
Hypnotic,2021-10-27,0,43.596,478,6.1,0,89,false,"Drama, Horror, Thriller",NA
Fresh,2022-03-03,0,43.347,843,7.0,0,114,false,"Horror, Thriller",NA
Interview with the Vampire,1994-11-11,223664608,42.674,4852,7.4,60000000,123,false,"Drama, Fantasy, Horror",The Vampire Chronicles Collection
Saw VI,2009-10-16,68234154,42.6,2559,6.3,11000000,96,false,"Horror, Mystery",Saw Collection
The Owners,2020-08-27,225374,42.352,266,5.7,0,92,false,"Horror, Thriller",NA
Scream 4,2011-04-11,97231420,42.342,2801,6.4,40000000,111,false,"Horror, Mystery",Scream Collection
Crystal Skulls,2014-08-12,0,42.197,22,5.0,0,88,false,"Adventure, Fantasy, Horror, Mystery, Science Fiction, TV Movie",NA
Aftermath,2021-08-04,0,42.146,479,6.4,0,114,false,"Crime, Drama, Horror, Thriller",NA
Cursed,2005-02-25,19294901,42.103,577,5.4,35000000,97,false,"Comedy, Horror",NA
Bloodthirsty,2021-04-23,0,42.073,41,5.4,0,82,false,Horror,NA
Psycho,1960-06-22,50000000,42.064,8452,8.4,806947,109,false,"Drama, Horror, Thriller",Psycho Collection
Dawn of the Dead,2004-03-19,102278712,41.981,3254,7.0,26000000,101,false,"Action, Horror",NA
An American Werewolf in London,1981-08-21,31973249,41.806,1887,7.4,10000000,97,false,"Comedy, Horror",An American Werewolf Collection
The Other Side of the Door,2016-02-25,14332467,41.736,720,5.5,0,96,false,"Horror, Thriller",NA
Us,2019-03-14,255105930,41.601,6169,7.0,20000000,116,false,"Horror, Mystery, Thriller",NA
Brightburn,2019-05-09,32893421,41.383,2566,6.1,6000000,91,false,"Horror, Science Fiction, Thriller",NA
The Rental,2020-07-23,4296804,41.323,677,5.6,0,88,false,Horror,NA
Army of Darkness,1992-10-31,21502976,41.242,2495,7.3,11000000,81,false,"Comedy, Fantasy, Horror",Evil Dead Collection
Halloween H20: 20 Years Later,1998-08-05,75000000,41.178,1302,6.0,17000000,86,false,"Horror, Thriller",Halloween Collection
P2,2007-11-09,7766240,41.167,671,6.1,3500000,98,false,"Horror, Thriller",NA
Black as Night,2021-10-01,0,41.009,89,5.5,0,87,false,"Horror, Thriller",NA
Mermaid Down,2019-10-15,0,40.952,235,6.7,0,91,false,"Fantasy, Horror, Mystery, Thriller",NA
The Mortuary Collection,2020-10-08,34265,40.917,324,6.8,0,108,false,"Fantasy, Horror",NA
Rise of the Mummy,2021-04-03,0,40.695,35,5.3,0,90,false,"Horror, Science Fiction",NA
The Descent,2005-07-08,57130027,40.383,3123,6.9,3500000,99,false,"Adventure, Horror",The Descent Collection
Curse of the Blair Witch,1999-07-11,0,40.317,87,6.2,0,44,false,"Horror, Thriller",NA
Resident Evil: Damnation,2012-09-25,2325035,40.315,671,6.8,0,100,false,"Action, Animation, Horror",Resident Evil: Biohazard Collection
Anaconda,1997-04-11,136885767,40.311,2075,5.1,45000000,89,false,"Adventure, Horror, Thriller",Anaconda Collection
The Visitor,2022-10-07,0,40.296,0,0.0,0,86,false,"Horror, Thriller",NA
Leprechaun,1993-01-08,8556940,40.194,600,5.6,900000,91,false,"Comedy, Horror",Leprechaun Collection
Poltergeist,1982-06-04,122200000,40.123,2416,7.1,10700000,114,false,Horror,Poltergeist Collection
Pandemic,2016-02-26,0,40.023,273,5.0,0,91,false,"Action, Horror, Science Fiction",NA
Tremors,1990-01-19,48572000,40.012,2640,6.8,11000000,96,false,"Action, Comedy, Horror, Science Fiction",Tremors Collection
The Amityville Horror,2005-04-14,108047131,39.997,1862,6.1,19000000,90,false,Horror,The Amityville Collection
Mama,2013-01-17,146497771,39.883,3667,6.2,15000000,100,false,Horror,NA
Down,2019-02-01,0,39.821,152,6.6,0,82,false,"Drama, Horror, Science Fiction",NA
Blade: Trinity,2004-12-08,128905366,39.805,3275,5.9,65000000,123,false,"Action, Fantasy, Horror",Blade Collection
Leprechaun 2,1994-04-07,2260622,39.55,242,5.6,2000000,85,false,"Comedy, Horror",Leprechaun Collection
The Amityville Harvest,2020-10-20,0,39.521,20,6.5,0,98,false,Horror,NA
Antebellum,2020-09-02,7060384,39.517,744,6.3,15000000,105,false,Horror,NA
Wish Upon,2017-07-07,14301505,39.467,1144,5.6,12000000,90,false,"Fantasy, Horror, Thriller",NA
Blade II,2002-03-22,155010032,39.411,3963,6.5,54000000,117,false,"Action, Fantasy, Horror, Thriller",Blade Collection
Jigsaw,2017-10-26,102952888,39.398,3044,6.2,10000000,92,false,"Crime, Horror, Mystery, Thriller",Saw Collection
Spell,2020-10-30,0,39.382,299,6.5,0,91,false,"Fantasy, Horror, Thriller",NA
The Boy,2016-01-22,64188367,38.999,3346,5.9,10000000,97,false,"Horror, Mystery, Thriller",The Boy Collection
Ready or Not,2019-08-21,57615777,38.925,3383,7.1,6000000,95,false,"Comedy, Horror, Thriller",NA
Greta,2018-09-06,0,38.823,1084,6.6,0,98,false,"Horror, Mystery, Thriller",NA
Event Horizon,1997-08-15,26673242,38.807,2212,6.5,60000000,96,false,"Horror, Mystery, Science Fiction",NA
The Return of the Living Dead,1985-04-25,14237880,38.791,1491,7.2,4000000,91,false,"Comedy, Horror",Return of the Living Dead Collection
Psycho Goreman,2020-10-29,95384,38.776,245,6.0,1700000,95,false,"Comedy, Horror, Science Fiction",NA
The Strangers: Prey at Night,2018-03-07,31039126,38.516,1127,5.6,12500000,85,false,"Horror, Thriller",The Strangers Collection
Hellraiser: Hellworld,2005-09-06,0,38.501,233,4.8,5000000,91,false,"Horror, Thriller",Hellraiser Collection
Jessabelle,2014-11-07,23456897,38.493,688,5.4,1000000,90,false,"Horror, Thriller",NA
Gacy,2003-05-13,0,38.455,92,4.6,250000,88,false,"Crime, Drama, Horror",NA
12 Hour Shift,2020-10-02,0,38.37,174,5.4,0,88,false,"Comedy, Crime, Horror, Thriller",NA
Rings,2017-02-01,83080890,38.303,2270,5.0,25000000,102,false,Horror,The Ring Collection
Pearl,2022-09-16,0,38.183,19,7.0,1000000,102,false,"Drama, Horror, Thriller",X Collection
Halloween III: Season of the Witch,1982-10-22,14400000,38.146,1054,5.1,2500000,98,false,"Horror, Science Fiction, Thriller",Halloween Collection
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-11-01,30000000,38.067,1460,5.8,3000000,87,false,Horror,A Nightmare on Elm Street Collection
The Last House on the Left,2009-03-13,32721635,38.056,1421,6.4,15000000,110,false,"Crime, Drama, Horror, Thriller",The Last House on the Left Collection
Species,1995-07-07,113374103,38.051,1294,5.9,35000000,108,false,"Action, Horror, Science Fiction",Species Collection
The Descent: Part 2,2009-10-14,7048886,38.029,872,5.9,6000200,94,false,"Adventure, Horror, Thriller",The Descent Collection
Hellbound: Hellraiser II,1988-12-23,12090735,37.92,843,6.4,3000000,97,false,Horror,Hellraiser Collection
Jason Goes to Hell: The Final Friday,1993-08-13,15938065,37.912,743,4.5,3000000,87,false,Horror,Friday the 13th Collection
The Exorcist III,1990-08-17,39024251,37.903,541,6.2,9300000,110,false,"Horror, Mystery",The Exorcist Collection
Ghosts of War,2020-07-03,178592,37.83,407,6.3,0,94,false,"Fantasy, Horror, Thriller, War",NA
Ouija: Origin of Evil,2016-10-20,81705746,37.821,2127,6.1,9000000,99,false,"Drama, Horror, Mystery",Ouija Collection
The Invisible Man,2020-02-26,130234661,37.802,4778,7.1,7000000,124,false,"Horror, Science Fiction, Thriller",NA
The Mummy,2017-06-06,409231607,37.742,6346,5.5,125000000,110,false,"Action, Adventure, Fantasy, Horror, Thriller",NA
Constantine: City of Demons - The Movie,2018-10-04,0,37.594,473,7.8,0,90,false,"Action, Animation, Fantasy, Horror",NA
Friday the 13th Part VI: Jason Lives,1986-08-01,19472057,37.545,899,6.2,3000000,87,false,"Horror, Mystery, Thriller",Friday the 13th Collection
Scream 3,2000-02-03,161834276,37.529,2664,5.9,40000000,116,false,"Horror, Mystery",Scream Collection
The Unborn,2009-01-09,76514050,37.529,1185,5.2,16000000,87,false,"Horror, Mystery, Thriller",NA
A Nightmare on Elm Street 4: The Dream Master,1988-08-19,49400000,37.502,1095,5.8,13000000,94,false,"Horror, Thriller",A Nightmare on Elm Street Collection
Carrie,2013-10-16,82394288,37.493,3919,6.0,30000000,100,false,"Drama, Horror",NA
Bordello of Blood,1996-08-16,5600000,37.441,295,5.9,15000000,87,false,"Comedy, Horror",Tales from the Crypt Collection
The Empty Man,2020-10-22,4176641,37.25,493,6.2,16000000,137,false,"Horror, Mystery, Thriller",NA
Clown,2014-11-13,4381603,37.203,1143,5.7,0,100,false,Horror,NA
The Last Survivors,2014-06-12,0,37.163,175,6.3,0,95,false,"Action, Horror, Thriller",NA
The Wolfman,2010-02-10,0,36.648,1673,5.8,150000000,102,false,"Drama, History, Horror, Thriller",NA
Wolf Creek 2,2013-08-30,9630444,36.644,485,6.3,8000000,106,false,"Horror, Thriller",Wolf Creek Collection
Leatherface,2017-09-14,0,36.593,1044,5.5,0,88,false,"Horror, Mystery, Thriller",Texas Chainsaw Massacre Collection
Escape Room,2019-01-03,155712077,36.573,3924,6.5,9000000,100,false,"Horror, Mystery, Thriller",Escape Room Collection
Curve,2015-08-31,0,36.483,325,5.8,0,86,false,"Horror, Thriller",NA
Intersect,2020-02-12,0,36.44,49,5.7,0,119,false,"Horror, Science Fiction, Thriller",NA
Jason X,2001-07-24,16951798,36.342,1069,4.8,11000000,91,false,"Horror, Science Fiction",Friday the 13th Collection
Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,14000000,36.337,793,5.0,5000000,100,false,"Horror, Thriller",Friday the 13th Collection
Gatlopp: Hell of a Game,2022-06-27,0,36.252,28,5.6,0,80,false,"Comedy, Horror",NA
Silent Hill: Revelation 3D,2012-10-10,52302796,36.244,1336,5.5,20000000,94,false,"Horror, Mystery, Thriller",Silent Hill Collection
The Green Inferno,2013-09-08,12666449,36.108,1153,5.7,5000000,100,false,"Adventure, Horror, Thriller",NA
The Babysitter,2017-10-13,0,35.85,3020,6.1,0,85,false,"Comedy, Horror",The Babysitter Collection
Piranha,1978-08-03,16000000,35.829,496,5.9,660000,94,false,"Comedy, Horror",Piranha Collection
Primeval,2007-01-12,10597734,35.757,292,6.1,0,93,false,"Adventure, Horror",NA
Poltergeist,2015-05-20,95437994,35.679,2031,5.2,35000000,93,false,Horror,NA
Underwater,2020-01-08,40882928,35.67,2537,6.3,50000000,95,false,"Action, Horror, Science Fiction",NA
Silent Hill,2006-04-21,100605135,35.639,3519,6.5,50000000,125,false,"Horror, Mystery",Silent Hill Collection
Lights Out,2016-07-21,148868835,35.639,3384,6.3,4900000,81,false,"Horror, Mystery, Thriller",Lights Out Collection
Leprechaun: Back 2 tha Hood,2003-12-30,0,35.458,141,5.2,0,90,false,"Comedy, Horror",Leprechaun Collection
Happy Death Day,2017-10-12,125479266,35.43,5369,6.6,4800000,97,false,"Comedy, Horror, Mystery",Happy Death Day Collection
Don't Kill It,2016-08-27,0,35.33,175,6.1,3500000,93,false,"Fantasy, Horror",NA
Friday the 13th Part III,1982-08-13,36690067,35.313,1062,5.8,4000000,95,false,Horror,Friday the 13th Collection
His House,2020-01-27,0,35.311,839,6.5,0,93,false,"Drama, Horror, Thriller",NA
Crimes of the Future,2022-05-25,4400000,35.226,480,6.4,0,108,false,"Drama, Horror, Science Fiction",NA
The Craft,1996-05-03,24819936,35.18,1497,6.7,15000000,101,false,"Drama, Fantasy, Horror",The Craft Collection
Wishmaster 2: Evil Never Dies,1999-03-12,0,35.088,196,5.5,2500000,96,false,"Fantasy, Horror",Wishmaster Collection
The Devil's Advocate,1997-10-17,152944660,35.073,4887,7.4,57000000,144,false,"Drama, Horror, Mystery, Thriller",NA
Children of the Corn,1984-03-09,14568989,34.686,796,5.7,800000,92,false,"Horror, Thriller",Children of the Corn Collection
Overlord,2018-11-01,41657844,34.624,2406,6.7,38000000,110,false,"Horror, Science Fiction, War",NA
Toys of Terror,2021-12-02,0,34.393,11,6.3,0,89,false,Horror,NA
Planet Terror,2007-04-06,0,34.376,2881,6.6,0,105,false,"Action, Horror, Thriller",NA
The Mist,2007-11-21,57470220,34.23,4147,6.9,18000000,126,false,"Horror, Science Fiction, Thriller",NA
Fear of Rain,2021-02-12,0,34.067,391,7.1,0,109,false,"Drama, Horror, Thriller",NA
I Know What You Did Last Summer,1997-10-17,125586134,34.017,2272,5.9,17000000,101,false,"Horror, Mystery, Thriller",I Know What You Did Last Summer Collection
The Babadook,2014-05-22,10312540,33.958,5251,6.5,2000000,94,false,"Drama, Horror",NA
Death of Me,2020-10-02,41848,33.787,202,5.0,0,95,false,"Horror, Mystery",NA
Evil Dead II,1987-03-13,10900000,33.777,2428,7.6,3500000,84,false,"Comedy, Fantasy, Horror",Evil Dead Collection
Nocturne,2020-10-13,0,33.649,322,5.9,0,90,false,"Horror, Music, Mystery, Thriller",NA
Leatherface: The Texas Chainsaw Massacre III,1990-01-12,5765562,33.339,396,5.3,2000000,85,false,Horror,Texas Chainsaw Massacre Collection
The Texas Chainsaw Massacre 2,1986-08-22,8025872,33.29,647,5.6,4500000,101,false,"Comedy, Horror",Texas Chainsaw Massacre Collection
Freaky,2020-11-12,15104310,33.205,1140,6.6,5000000,102,false,"Comedy, Fantasy, Horror, Thriller",NA
Warm Bodies,2013-01-31,116980662,33.127,5495,6.4,35000000,97,false,"Comedy, Horror, Romance",NA
Exorcist II: The Heretic,1977-06-17,30749142,32.967,540,4.5,14000000,118,false,"Drama, Horror, Thriller",The Exorcist Collection
Pet Sematary,2019-04-04,112399944,32.935,2765,5.7,21000000,101,false,"Horror, Thriller",Pet Sematary Reboot Collection
Priest,2011-05-05,78309131,32.691,1923,5.7,60000000,87,false,"Action, Horror, Thriller",NA
The Legend of La Llorona,2022-01-07,0,32.519,31,5.0,0,98,false,"Horror, Thriller",NA
Countdown,2019-10-24,48021766,32.432,1680,6.4,6500000,90,false,"Horror, Thriller",NA
Hostel: Part III,2011-12-27,0,32.318,928,5.1,6000000,88,false,Horror,Hostel Collection
Life,2017-03-22,100541806,32.282,6326,6.4,58000000,104,false,"Horror, Mystery, Science Fiction, Thriller",NA
See No Evil,2006-05-19,18707966,32.164,528,5.4,8000000,84,false,"Horror, Thriller",See No Evil Collection
Terrifier,2011-08-09,0,31.973,31,6.5,0,20,false,Horror,NA
Black Swan,2010-12-03,329398046,31.951,12624,7.7,13000000,108,false,"Drama, Horror, Thriller",NA
The Curse of Buckout Road,2017-11-24,0,31.919,43,6.8,0,97,false,Horror,NA
Hellraiser: Deader,2005-06-07,0,31.757,235,4.7,4000000,88,false,"Horror, Mystery, Thriller",Hellraiser Collection
Gothika,2003-11-21,141591324,31.591,1883,6.1,40000000,98,false,"Horror, Thriller",NA
Black Box,2020-10-06,0,31.582,413,6.5,0,100,false,"Horror, Science Fiction, Thriller",NA
The Return of the Texas Chainsaw Massacre,1995-03-12,185898,31.468,470,4.4,600000,95,false,Horror,Texas Chainsaw Massacre Collection
Critters,1986-04-11,13167232,31.428,739,6.4,2000000,86,false,"Comedy, Horror, Science Fiction",Critters Collection
Sinister 2,2015-08-19,53329150,31.394,1832,5.8,10000000,97,false,Horror,Sinister Collection
Come True,2020-09-24,70459,31.366,173,6.1,0,105,false,"Horror, Science Fiction",NA
Heks,2020-12-15,0,31.258,29,6.1,0,82,false,"Drama, Horror",NA
The Unfamiliar,2020-08-21,0,31.223,73,5.9,0,89,false,"Horror, Thriller",NA
Messengers 2: The Scarecrow,2009-07-21,0,31.216,134,5.4,0,94,false,Horror,The Messengers Collection
The Possession of Hannah Grace,2018-11-29,41036181,31.136,1094,5.5,7700000,86,false,"Drama, Horror",NA
They Live Inside Us,2020-10-06,0,30.945,28,6.0,0,103,false,Horror,NA
Happy Death Day 2U,2019-02-13,25327500,30.925,2876,6.3,9000000,100,false,"Comedy, Horror, Science Fiction",Happy Death Day Collection
Grave Encounters 2,2012-10-12,0,30.872,753,5.5,0,95,false,Horror,Grave Encounters Collection
Killer Klowns from Outer Space,1988-05-27,43625095,30.761,722,6.4,2000000,88,false,"Comedy, Horror, Science Fiction",NA
